locality,bhk,price_lakhs,area_sqft,furnishing_status,facing,status,floor,parking,bathroom,city,price_per_sqft,price_segment,affordability_score
Powai,2,144.44,742.0,Semi-Furnished,South,Ready to Move,25,0,1,Mumbai,19466.31,Premium (1-2Cr),90.9
Kharghar,4,118.04,1354.0,Furnished,East,Ready to Move,3,2,3,Mumbai,8717.87,Premium (1-2Cr),92.6
Malad East,4,125.45,1783.0,Semi-Furnished,West,Under Construction,7,0,2,Mumbai,7035.89,Premium (1-2Cr),92.1
Vikhroli,3,83.69,1119.0,Semi-Furnished,South,Ready to Move,12,2,3,Mumbai,7479.0,Mid-Range (50-100L),94.9
Ghatkopar West,3,188.94,1122.0,Unfurnished,West,Ready to Move,11,0,2,Mumbai,16839.57,Premium (1-2Cr),87.9
Kurla,3,130.86,874.0,Unfurnished,North,Under Construction,16,1,1,Mumbai,14972.54,Premium (1-2Cr),91.8
Kalyan,3,43.82,1402.0,Furnished,West,Ready to Move,29,1,3,Mumbai,3125.53,Affordable (<50L),97.6
Worli,3,632.01,1390.0,Furnished,East,Ready to Move,8,1,2,Mumbai,45468.35,Luxury (2Cr+),58.1
Dadar,3,380.15,1388.0,Semi-Furnished,North,Under Construction,5,0,3,Mumbai,27388.33,Luxury (2Cr+),75.0
Dadar,2,164.4,930.0,Semi-Furnished,South,Ready to Move,13,2,3,Mumbai,17677.42,Premium (1-2Cr),89.5
Airoli,3,91.02,1338.0,Semi-Furnished,East,Under Construction,12,1,2,Mumbai,6802.69,Mid-Range (50-100L),94.5
Kandivali East,3,143.17,1136.0,Unfurnished,West,Ready to Move,18,0,2,Mumbai,12602.99,Premium (1-2Cr),91.0
Kandivali East,3,100.75,1045.0,Semi-Furnished,North,Under Construction,28,2,1,Mumbai,9641.15,Premium (1-2Cr),93.8
Mulund West,4,158.03,1709.0,Furnished,North,Under Construction,15,1,2,Mumbai,9246.93,Premium (1-2Cr),90.0
Ulhasnagar,1,11.15,703.0,Semi-Furnished,East,Under Construction,16,0,2,Mumbai,1586.06,Affordable (<50L),99.8
Airoli,5,210.2,1639.0,Semi-Furnished,North,Under Construction,5,2,1,Mumbai,12824.89,Luxury (2Cr+),86.4
Kurla,3,105.42,864.0,Unfurnished,South,Ready to Move,14,2,3,Mumbai,12201.39,Premium (1-2Cr),93.5
Kalyan,3,57.28,891.0,Semi-Furnished,South,Under Construction,18,2,2,Mumbai,6428.73,Mid-Range (50-100L),96.7
Nerul,3,89.79,1250.0,Unfurnished,North,Under Construction,20,1,1,Mumbai,7183.2,Mid-Range (50-100L),94.5
Chembur,1,72.77,720.0,Semi-Furnished,East,Under Construction,27,2,2,Mumbai,10106.94,Mid-Range (50-100L),95.7
Mira Road,3,63.82,1142.0,Semi-Furnished,North,Ready to Move,15,1,3,Mumbai,5588.44,Mid-Range (50-100L),96.3
Vasai,1,11.76,735.0,Furnished,South,Ready to Move,3,1,3,Mumbai,1600.0,Affordable (<50L),99.8
Navi Mumbai,3,71.8,1025.0,Unfurnished,North,Under Construction,17,0,3,Mumbai,7004.88,Mid-Range (50-100L),95.7
Malad East,3,110.21,992.0,Furnished,East,Under Construction,24,2,1,Mumbai,11109.88,Premium (1-2Cr),93.2
Kandivali West,5,252.92,1341.0,Furnished,North,Under Construction,24,2,1,Mumbai,18860.55,Luxury (2Cr+),83.6
Goregaon East,2,123.84,1086.0,Furnished,East,Ready to Move,19,1,3,Mumbai,11403.31,Premium (1-2Cr),92.3
Nalasopara,3,54.6,1400.0,Unfurnished,North,Ready to Move,29,1,3,Mumbai,3900.0,Mid-Range (50-100L),96.9
Ghatkopar West,1,38.38,738.0,Semi-Furnished,North,Under Construction,11,0,2,Mumbai,5200.54,Affordable (<50L),98.0
Mulund East,3,78.7,1499.0,Unfurnished,North,Under Construction,8,0,3,Mumbai,5250.17,Mid-Range (50-100L),95.3
Andheri East,4,328.16,1741.0,Furnished,West,Ready to Move,25,2,2,Mumbai,18848.94,Luxury (2Cr+),78.5
Borivali East,3,118.95,1255.0,Semi-Furnished,East,Ready to Move,5,0,3,Mumbai,9478.09,Premium (1-2Cr),92.6
Chembur,3,222.32,1303.0,Furnished,North,Under Construction,18,1,3,Mumbai,17062.16,Luxury (2Cr+),85.6
Goregaon West,1,45.64,719.0,Furnished,South,Ready to Move,18,0,2,Mumbai,6347.71,Affordable (<50L),97.5
Thane West,3,66.13,1034.0,Semi-Furnished,East,Ready to Move,22,0,1,Mumbai,6395.55,Mid-Range (50-100L),96.1
Andheri East,3,208.63,973.0,Semi-Furnished,South,Ready to Move,13,1,3,Mumbai,21441.93,Luxury (2Cr+),86.6
Dadar,5,552.95,1156.0,Semi-Furnished,South,Under Construction,17,0,3,Mumbai,47833.04,Luxury (2Cr+),63.4
Kurla,3,136.03,1423.0,Furnished,West,Ready to Move,22,1,2,Mumbai,9559.38,Premium (1-2Cr),91.4
Airoli,1,31.77,567.0,Semi-Furnished,East,Ready to Move,25,1,2,Mumbai,5603.17,Affordable (<50L),98.4
Chembur,2,87.42,759.0,Furnished,North,Ready to Move,8,0,3,Mumbai,11517.79,Mid-Range (50-100L),94.7
Nerul,2,61.16,960.0,Semi-Furnished,West,Under Construction,11,1,3,Mumbai,6370.83,Mid-Range (50-100L),96.5
Vashi,3,180.52,1347.0,Furnished,East,Under Construction,1,1,2,Mumbai,13401.63,Premium (1-2Cr),88.4
Airoli,4,99.97,1297.0,Semi-Furnished,South,Ready to Move,24,1,3,Mumbai,7707.79,Mid-Range (50-100L),93.9
Borivali East,3,124.31,1349.0,Semi-Furnished,South,Under Construction,12,1,2,Mumbai,9214.97,Premium (1-2Cr),92.2
Goregaon East,5,296.09,1566.0,Unfurnished,East,Ready to Move,18,0,2,Mumbai,18907.41,Luxury (2Cr+),80.7
Vashi,4,246.22,1470.0,Furnished,West,Under Construction,2,1,2,Mumbai,16749.66,Luxury (2Cr+),84.0
Ghatkopar West,3,197.37,1024.0,Unfurnished,East,Under Construction,28,1,1,Mumbai,19274.41,Premium (1-2Cr),87.3
Kandivali West,1,39.8,693.0,Semi-Furnished,South,Under Construction,2,2,2,Mumbai,5743.15,Affordable (<50L),97.9
Kandivali West,3,84.2,1324.0,Furnished,West,Under Construction,1,2,2,Mumbai,6359.52,Mid-Range (50-100L),94.9
Panvel,2,65.41,853.0,Unfurnished,South,Under Construction,20,1,1,Mumbai,7668.23,Mid-Range (50-100L),96.2
Chembur,1,59.79,856.0,Unfurnished,South,Under Construction,23,0,3,Mumbai,6984.81,Mid-Range (50-100L),96.6
Vashi,3,145.64,1193.0,Semi-Furnished,East,Ready to Move,11,2,2,Mumbai,12207.88,Premium (1-2Cr),90.8
Kurla,2,88.01,900.0,Semi-Furnished,South,Ready to Move,11,2,3,Mumbai,9778.89,Mid-Range (50-100L),94.7
Malad East,5,153.76,1793.0,Semi-Furnished,South,Under Construction,10,1,2,Mumbai,8575.57,Premium (1-2Cr),90.2
Andheri West,3,229.81,1099.0,Furnished,West,Under Construction,7,2,3,Mumbai,20910.83,Luxury (2Cr+),85.1
Worli,4,772.61,1681.0,Furnished,East,Under Construction,21,2,3,Mumbai,45961.33,Luxury (2Cr+),48.7
Dahisar,2,60.41,919.0,Semi-Furnished,South,Under Construction,11,2,1,Mumbai,6573.45,Mid-Range (50-100L),96.5
Borivali East,2,78.79,822.0,Furnished,South,Ready to Move,19,0,2,Mumbai,9585.16,Mid-Range (50-100L),95.3
Vasai,1,18.63,825.0,Furnished,East,Ready to Move,2,1,3,Mumbai,2258.18,Affordable (<50L),99.3
Thane East,4,117.0,1124.0,Furnished,South,Ready to Move,25,0,2,Mumbai,10409.25,Premium (1-2Cr),92.7
Vashi,1,33.29,817.0,Furnished,South,Ready to Move,25,2,3,Mumbai,4074.66,Affordable (<50L),98.3
Malad East,1,51.35,702.0,Unfurnished,North,Ready to Move,25,0,1,Mumbai,7314.81,Mid-Range (50-100L),97.1
Airoli,4,138.73,1139.0,Furnished,North,Ready to Move,6,2,2,Mumbai,12179.98,Premium (1-2Cr),91.3
Malad West,1,48.64,761.0,Furnished,North,Under Construction,9,1,3,Mumbai,6391.59,Affordable (<50L),97.3
Vikhroli,2,62.4,1141.0,Semi-Furnished,South,Under Construction,21,1,3,Mumbai,5468.89,Mid-Range (50-100L),96.4
Mulund East,2,67.25,1068.0,Furnished,North,Under Construction,10,1,2,Mumbai,6296.82,Mid-Range (50-100L),96.1
Andheri West,3,219.42,1239.0,Furnished,South,Under Construction,23,0,2,Mumbai,17709.44,Luxury (2Cr+),85.8
Dombivli,1,19.39,667.0,Furnished,East,Ready to Move,5,2,1,Mumbai,2907.05,Affordable (<50L),99.3
Lower Parel,3,352.62,914.0,Furnished,West,Ready to Move,14,2,3,Mumbai,38579.87,Luxury (2Cr+),76.9
Ghatkopar East,2,91.09,1094.0,Furnished,North,Ready to Move,10,0,3,Mumbai,8326.33,Mid-Range (50-100L),94.5
Borivali West,3,76.45,858.0,Furnished,West,Ready to Move,1,1,2,Mumbai,8910.26,Mid-Range (50-100L),95.4
Dadar,2,247.76,941.0,Semi-Furnished,West,Ready to Move,10,1,2,Mumbai,26329.44,Luxury (2Cr+),83.9
Andheri East,1,60.73,594.0,Furnished,East,Under Construction,16,1,3,Mumbai,10223.91,Mid-Range (50-100L),96.5
Mulund West,2,79.92,1168.0,Furnished,West,Ready to Move,15,1,2,Mumbai,6842.47,Mid-Range (50-100L),95.2
Goregaon West,2,88.84,993.0,Semi-Furnished,East,Under Construction,10,1,2,Mumbai,8946.63,Mid-Range (50-100L),94.6
Chembur,4,184.93,1670.0,Unfurnished,South,Ready to Move,29,1,3,Mumbai,11073.65,Premium (1-2Cr),88.1
Parel,3,496.7,1358.0,Furnished,West,Ready to Move,29,2,1,Mumbai,36575.85,Luxury (2Cr+),67.2
Dahisar,3,59.29,1441.0,Unfurnished,North,Under Construction,10,0,3,Mumbai,4114.5,Mid-Range (50-100L),96.6
Nerul,4,118.28,1462.0,Furnished,North,Ready to Move,13,2,3,Mumbai,8090.29,Premium (1-2Cr),92.6
Ghatkopar East,3,113.98,1035.0,Semi-Furnished,West,Under Construction,22,1,3,Mumbai,11012.56,Premium (1-2Cr),92.9
Vasai,4,40.59,1060.0,Unfurnished,West,Under Construction,15,2,3,Mumbai,3829.25,Affordable (<50L),97.8
Thane West,2,72.56,930.0,Unfurnished,East,Under Construction,20,2,2,Mumbai,7802.15,Mid-Range (50-100L),95.7
Ghatkopar West,5,173.08,1911.0,Semi-Furnished,West,Ready to Move,29,2,3,Mumbai,9057.04,Premium (1-2Cr),88.9
Kandivali East,2,58.7,726.0,Furnished,South,Ready to Move,14,2,1,Mumbai,8085.4,Mid-Range (50-100L),96.6
Chembur,2,69.99,729.0,Unfurnished,East,Ready to Move,14,2,3,Mumbai,9600.82,Mid-Range (50-100L),95.9
Kandivali East,2,95.01,1008.0,Unfurnished,West,Under Construction,16,2,3,Mumbai,9425.6,Mid-Range (50-100L),94.2
Kharghar,2,65.67,1028.0,Furnished,East,Under Construction,26,1,2,Mumbai,6388.13,Mid-Range (50-100L),96.2
Powai,3,242.66,934.0,Unfurnished,East,Ready to Move,13,1,3,Mumbai,25980.73,Luxury (2Cr+),84.3
Andheri East,5,370.12,1440.0,Furnished,East,Under Construction,29,2,1,Mumbai,25702.78,Luxury (2Cr+),75.7
Thane West,3,77.47,999.0,Unfurnished,North,Under Construction,16,1,1,Mumbai,7754.75,Mid-Range (50-100L),95.4
Ghatkopar East,3,88.2,1154.0,Semi-Furnished,South,Ready to Move,21,0,2,Mumbai,7642.98,Mid-Range (50-100L),94.6
Dombivli,1,17.37,594.0,Semi-Furnished,West,Ready to Move,13,1,3,Mumbai,2924.24,Affordable (<50L),99.4
Virar,3,60.97,1040.0,Furnished,North,Under Construction,25,1,1,Mumbai,5862.5,Mid-Range (50-100L),96.5
Navi Mumbai,1,37.8,802.0,Furnished,West,Ready to Move,2,0,3,Mumbai,4713.22,Affordable (<50L),98.0
Dadar,3,222.49,870.0,Furnished,North,Ready to Move,22,2,3,Mumbai,25573.56,Luxury (2Cr+),85.6
Thane East,4,121.21,1565.0,Unfurnished,North,Ready to Move,27,0,2,Mumbai,7745.05,Premium (1-2Cr),92.4
Goregaon West,1,47.85,792.0,Furnished,North,Ready to Move,15,0,3,Mumbai,6041.67,Affordable (<50L),97.4
Chembur,2,85.39,708.0,Furnished,North,Under Construction,2,2,2,Mumbai,12060.73,Mid-Range (50-100L),94.8
Panvel,4,140.84,1059.0,Furnished,West,Under Construction,1,1,2,Mumbai,13299.34,Premium (1-2Cr),91.1
Malad West,3,125.59,900.0,Semi-Furnished,South,Ready to Move,24,2,1,Mumbai,13954.44,Premium (1-2Cr),92.1
Malad East,2,84.32,993.0,Unfurnished,South,Under Construction,18,1,3,Mumbai,8491.44,Mid-Range (50-100L),94.9
Vasai,2,27.98,995.0,Unfurnished,South,Ready to Move,18,1,1,Mumbai,2812.06,Affordable (<50L),98.7
Ulhasnagar,2,34.84,1098.0,Furnished,East,Ready to Move,8,0,3,Mumbai,3173.04,Affordable (<50L),98.2
Ulhasnagar,2,27.61,945.0,Semi-Furnished,South,Ready to Move,2,1,1,Mumbai,2921.69,Affordable (<50L),98.7
Parel,5,596.96,1164.0,Unfurnished,South,Under Construction,14,0,2,Mumbai,51285.22,Luxury (2Cr+),60.5
Kandivali East,1,28.78,874.0,Unfurnished,East,Under Construction,28,2,3,Mumbai,3292.91,Affordable (<50L),98.6
Vikhroli,2,79.23,791.0,Unfurnished,South,Ready to Move,17,1,1,Mumbai,10016.43,Mid-Range (50-100L),95.2
Nalasopara,3,32.47,1114.0,Furnished,South,Under Construction,28,2,3,Mumbai,2914.72,Affordable (<50L),98.4
Vashi,3,118.39,906.0,Furnished,South,Under Construction,28,0,1,Mumbai,13067.33,Premium (1-2Cr),92.6
Ghatkopar West,5,268.5,1944.0,Semi-Furnished,North,Under Construction,7,0,3,Mumbai,13811.73,Luxury (2Cr+),82.5
Vikhroli,3,129.05,1020.0,Unfurnished,North,Under Construction,9,1,2,Mumbai,12651.96,Premium (1-2Cr),91.9
Nalasopara,2,40.2,904.0,Unfurnished,East,Under Construction,5,2,1,Mumbai,4446.9,Affordable (<50L),97.9
Nalasopara,5,85.25,1258.0,Furnished,East,Under Construction,12,1,2,Mumbai,6776.63,Mid-Range (50-100L),94.8
Parel,1,79.26,647.0,Semi-Furnished,West,Ready to Move,18,2,2,Mumbai,12250.39,Mid-Range (50-100L),95.2
Parel,3,423.43,955.0,Semi-Furnished,West,Ready to Move,25,0,1,Mumbai,44338.22,Luxury (2Cr+),72.1
Ghatkopar West,3,178.35,1353.0,Unfurnished,East,Ready to Move,20,1,1,Mumbai,13181.82,Premium (1-2Cr),88.6
Ulhasnagar,3,56.08,1179.0,Furnished,East,Under Construction,20,2,1,Mumbai,4756.57,Mid-Range (50-100L),96.8
Lower Parel,2,373.65,835.0,Semi-Furnished,North,Ready to Move,15,1,3,Mumbai,44748.5,Luxury (2Cr+),75.5
Malad West,2,106.86,735.0,Semi-Furnished,South,Ready to Move,23,2,1,Mumbai,14538.78,Premium (1-2Cr),93.4
Ghatkopar East,2,114.76,929.0,Semi-Furnished,South,Ready to Move,13,2,3,Mumbai,12353.07,Premium (1-2Cr),92.9
Navi Mumbai,2,92.48,748.0,Semi-Furnished,East,Under Construction,14,1,3,Mumbai,12363.64,Mid-Range (50-100L),94.4
Mira Road,5,118.96,2082.0,Furnished,East,Ready to Move,29,1,1,Mumbai,5713.74,Premium (1-2Cr),92.6
Ghatkopar West,2,107.41,890.0,Furnished,West,Under Construction,8,2,2,Mumbai,12068.54,Premium (1-2Cr),93.4
Dadar,1,105.44,612.0,Unfurnished,North,Ready to Move,4,0,3,Mumbai,17228.76,Premium (1-2Cr),93.5
Mulund West,3,113.42,1327.0,Unfurnished,West,Ready to Move,10,1,1,Mumbai,8547.1,Premium (1-2Cr),93.0
Navi Mumbai,2,57.69,903.0,Unfurnished,South,Under Construction,7,1,1,Mumbai,6388.7,Mid-Range (50-100L),96.7
Nerul,3,151.45,1358.0,Unfurnished,North,Ready to Move,25,0,3,Mumbai,11152.43,Premium (1-2Cr),90.4
Kandivali West,4,226.65,1351.0,Furnished,West,Under Construction,28,0,1,Mumbai,16776.46,Luxury (2Cr+),85.3
Bandra East,1,133.43,698.0,Furnished,East,Ready to Move,28,1,1,Mumbai,19116.05,Premium (1-2Cr),91.6
